Name,URL
Mckittrick+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mckittrick+Elementary&ID2=0624330&details=
Midway+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Midway+Elementary&ID2=0624780&details=
Mojave+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mojave+Unified&ID2=0625230&details=
Muroc+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Muroc+Joint+Unified&ID2=0626490&details=
Norris+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Norris+Elementary&ID2=0627450&details=
Pond+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Pond+Union+Elementary&ID2=0631350&details=
Rosedale+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Rosedale+Union+Elementary&ID2=0633480&details=
Semitropic+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Semitropic+Elementary&ID2=0636330&details=
Southern+Kern+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Southern+Kern+Unified&ID2=0637620&details=
South+Fork+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Standard+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Standard+Elementary&ID2=0637890&details=
Taft+City+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Taft+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Taft+Union+High&ID2=0638730&details=
Tehachapi+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Tehachapi+Unified&ID2=0638880&details=
Vineland+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Vineland+Elementary&ID2=0641130&details=
Wasco+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Wasco+Union+Elementary&ID2=0641400&details=
Wasco+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Wasco+Union+High&ID2=0641430&details=
Rio+Bravo-Greeley+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Rio+Bravo-Greeley+Union+Elementary&ID2=0632710&details=
Sierra+Sands+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Sierra+Sands+Unified&ID2=0636800&details=
Mcfarland+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mcfarland+Unified&ID2=0624230&details=
El+Tejon+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Tejon+Unified&ID2=0600026&details=
Armona+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Armona+Union+Elementary&ID2=0603180&details=
Central+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Central+Union+Elementary&ID2=0607980&details=
Corcoran+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Corcoran+Joint+Unified&ID2=0609690&details=
Hanford+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hanford+Elementary&ID2=0616470&details=
Hanford+Joint+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hanford+Joint+Union+High&ID2=0616500&details=
Island+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Island+Union+Elementary&ID2=0618510&details=
Kings+River-Hardwick+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Kings+River-Hardwick+Union+Elementary&ID2=0619770&details=
Kit+Carson+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Kit+Carson+Union+Elementary&ID2=0619890&details=
Lakeside+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lakeside+Union+Elementary&ID2=0620760&details=
Lemoore+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lemoore+Union+Elementary&ID2=0621360&details=
Lemoore+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lemoore+Union+High&ID2=0621400&details=
Pioneer+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Pioneer+Union+Elementary&ID2=0630520&details=
Reef-Sunset+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Reef-Sunset+Unified&ID2=0632270&details=
Kelseyville+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Kelseyville+Unified&ID2=0619320&details=
Konocti+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Konocti+Unified&ID2=0620070&details=
Lakeport+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lakeport+Unified&ID2=0620670&details=
Lucerne+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lucerne+Elementary&ID2=0623040&details=
Middletown+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Middletown+Unified&ID2=0624750&details=
Upper+Lake+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Upper+Lake+Unified&ID2=0601442&details=
Big+Valley+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Big+Valley+Joint+Unified&ID2=0605010&details=
Janesville+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Janesville+Union+Elementary&ID2=0618780&details=
Johnstonville+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Johnstonville+Elementary&ID2=0619050&details=
Lassen+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lassen+Union+High&ID2=0621060&details=
Ravendale-Termo+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Ravendale-Termo+Elementary&ID2=0631830&details=
Richmond+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Richmond+Elementary&ID2=0601670&details=
Shaffer+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Shaffer+Union+Elementary&ID2=0636420&details=
Susanville+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Susanville+Elementary&ID2=0638550&details=
Westwood+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Westwood+Unified&ID2=0642300&details=
Fort+Sage+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Fort+Sage+Unified&ID2=0600011&details=
ABC+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=ABC+Unified&ID2=0601620&details=
Antelope+Valley+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Antelope+Valley+Union+High&ID2=0602820&details=
Arcadia+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Arcadia+Unified&ID2=0602970&details=
Azusa+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Azusa+Unified&ID2=0603600&details=
Baldwin+Park+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Baldwin+Park+Unified&ID2=0603690&details=
Bassett+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Bassett+Unified&ID2=0604110&details=
Bellflower+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Bellflower+Unified&ID2=0604440&details=
Beverly+Hills+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Beverly+Hills+Unified&ID2=0604830&details=
Bonita+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Bonita+Unified&ID2=0605610&details=
Burbank+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Burbank+Unified&ID2=0606450&details=
Castaic+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Centinela+Valley+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Centinela+Valley+Union+High&ID2=0607920&details=
Charter+Oak+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Charter+Oak+Unified&ID2=0608190&details=
Claremont+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Claremont+Unified&ID2=0608760&details=
Covina-Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Covina-Valley+Unified&ID2=0610050&details=
Culver+City+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Culver+City+Unified&ID2=0610260&details=
Downey+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Downey+Unified&ID2=0611460&details=
Duarte+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Duarte+Unified&ID2=0611520&details=
Eastside+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Eastside+Union+Elementary&ID2=0611910&details=
East+Whittier+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=East+Whittier+City+Elementary&ID2=0611850&details=
El+Monte+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Monte+City+Elementary&ID2=0612090&details=
El+Monte+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Monte+Union+High&ID2=0612120&details=
El+Rancho+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Rancho+Unified&ID2=0612180&details=
El+Segundo+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Segundo+Unified&ID2=0612210&details=
Garvey+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Garvey+Elementary&ID2=0614940&details=
Glendale+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Glendale+Unified&ID2=0615240&details=
Glendora+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Glendora+Unified&ID2=0615270&details=
Gorman+Joint,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Gorman+Joint&ID2=0615600&details=
Hawthorne+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Hermosa+Beach+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hermosa+Beach+City+Elementary&ID2=0617040&details=
Hughes-Elizabeth+Lakes+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hughes-Elizabeth+Lakes+Union+Elementary&ID2=0617880&details=
Inglewood+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Inglewood+Unified&ID2=0618390&details=
Keppel+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Keppel+Union+Elementary&ID2=0619440&details=
La+Canada+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=La+Canada+Unified&ID2=0620130&details=
Lancaster+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lancaster+Elementary&ID2=0620880&details=
Las+Virgenes+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Las+Virgenes+Unified&ID2=0621000&details=
Lawndale+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lawndale+Elementary&ID2=0621210&details=
Lennox+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Little+Lake+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Little+Lake+City+Elementary&ID2=0621930&details=
Long+Beach+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Long+Beach+Unified&ID2=0622500&details=
Los+Angeles+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Los+Angeles+Unified&ID2=0622710&details=
Los+Nietos+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Lowell+Joint+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Lynwood+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lynwood+Unified&ID2=0623160&details=
Monrovia+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Monrovia+Unified&ID2=0625320&details=
Montebello+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Montebello+Unified&ID2=0625470&details=
Mountain+View+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mountain+View+Elementary&ID2=3000004&details=
Newhall+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Norwalk-La+Mirada+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Norwalk-La+Mirada+Unified&ID2=0627690&details=
Palmdale+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Palmdale+Elementary&ID2=0629580&details=
Palos+Verdes+Peninsula+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Palos+Verdes+Peninsula+Unified&ID2=0629700&details=
Paramount+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Paramount+Unified&ID2=0629850&details=
Pasadena+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Pasadena+Unified&ID2=0629940&details=
Pomona+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Pomona+Unified&ID2=0631320&details=
Rosemead+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Rosemead+Elementary&ID2=0633570&details=
San+Marino+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=San+Marino+Unified&ID2=0634860&details=
Santa+Monica-Malibu+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Santa+Monica-Malibu+Unified&ID2=0635700&details=
Saugus+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
South+Pasadena+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=South+Pasadena+Unified&ID2=0637500&details=
South+Whittier+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=South+Whittier+Elementary&ID2=0637560&details=
Sulphur+Springs+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Temple+City+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Temple+City+Unified&ID2=0638980&details=
Torrance+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Torrance+Unified&ID2=0639420&details=
Valle+Lindo+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Valle+Lindo+Elementary&ID2=0640650&details=
West+Covina+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=West+Covina+Unified&ID2=0642000&details=
Westside+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Westside+Union+Elementary&ID2=0642120&details=
Whittier+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Whittier+City+Elementary&ID2=0611850&details=
Whittier+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Whittier+Union+High&ID2=0642480&details=
William+S.+Hart+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=William+S.+Hart+Union+High&ID2=0642510&details=
Wilsona+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Wilsona+Elementary&ID2=0642810&details=
Compton+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Compton+Unified&ID2=0609620&details=
Hacienda+La+Puente+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hacienda+La+Puente+Unified&ID2=0616325&details=
Rowland+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Rowland+Unified&ID2=0633750&details=
Walnut+Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Walnut+Valley+Unified&ID2=0641280&details=
San+Gabriel+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=San+Gabriel+Unified&ID2=0634425&details=
Acton-Agua+Dulce+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Acton-Agua+Dulce+Unified&ID2=0600001&details=
Manhattan+Beach+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Manhattan+Beach+Unified&ID2=0600025&details=
Redondo+Beach+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Redondo+Beach+Unified&ID2=0600032&details=
Alhambra+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Alhambra+Unified&ID2=0600153&details=
Wiseburn+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Wiseburn+Unified&ID2=0601428&details=
Alview-Dairyland+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Alview-Dairyland+Union+Elementary&ID2=0602360&details=
Bass+Lake+Joint+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Bass+Lake+Joint+Union+Elementary&ID2=0604080&details=
Chowchilla+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Chowchilla+Elementary&ID2=0608520&details=
Chowchilla+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Chowchilla+Union+High&ID2=0608550&details=
Madera+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Madera+Unified&ID2=0623340&details=
Raymond-Knowles+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Raymond-Knowles+Union+Elementary&ID2=0631920&details=
Golden+Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Golden+Valley+Unified&ID2=0600068&details=
Chawanakee+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Chawanakee+Unified&ID2=0600116&details=
Yosemite+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Yosemite+Unified&ID2=0600160&details=
Bolinas-Stinson+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Dixie+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Dixie+Elementary&ID2=0611220&details=
Kentfield+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Kentfield+Elementary&ID2=0619380&details=
Laguna+Joint+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Laguna+Joint+Elementary&ID2=0620430&details=
Lagunitas+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lagunitas+Elementary&ID2=0620490&details=
Larkspur-Corte+Madera,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Larkspur-Corte+Madera&ID2=0620910&details=
Lincoln+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Lincoln+Elementary&ID2=0621660&details=
Mill+Valley+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mill+Valley+Elementary&ID2=0624870&details=
Nicasio+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Novato+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Novato+Unified&ID2=0627720&details=
Reed+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Reed+Union+Elementary&ID2=0632160&details=
Ross+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Ross+Elementary&ID2=0614130&details=
San+Rafael+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=San+Rafael+City+Elementary&ID2=0635090&details=
San+Rafael+City+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=San+Rafael+City+High&ID2=0635110&details=
Sausalito+Marin+City+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Tamalpais+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Tamalpais+Union+High&ID2=0638790&details=
Shoreline+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Shoreline+Unified&ID2=0636670&details=
Ross+Valley+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Ross+Valley+Elementary&ID2=0600006&details=
Mariposa+County+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mariposa+County+Unified&ID2=0623940&details=
Anderson+Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Anderson+Valley+Unified&ID2=0602730&details=
Fort+Bragg+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Fort+Bragg+Unified&ID2=0614070&details=
Manchester+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Manchester+Union+Elementary&ID2=0623550&details=
Mendocino+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mendocino+Unified&ID2=0624480&details=
Round+Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Round+Valley+Unified&ID2=0633720&details=
Ukiah+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Ukiah+Unified&ID2=0640300&details=
Willits+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Willits+Unified&ID2=0642560&details=
Potter+Valley+Community+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Potter+Valley+Community+Unified&ID2=0631400&details=
Laytonville+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Laytonville+Unified&ID2=0642580&details=
Leggett+Valley+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Leggett+Valley+Unified&ID2=0609665&details=
Arena+Union+Elementary/Point+Arena+Joint+Union+High+,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Arena+Union+Elementary/Point+Arena+Joint+Union+High+&ID2=0601325&details=
Atwater+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Atwater+Elementary&ID2=0603420&details=
Ballico-Cressey+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Ballico-Cressey+Elementary&ID2=0603750&details=
El+Nido+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=El+Nido+Elementary&ID2=0612150&details=
Hilmar+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Hilmar+Unified&ID2=0617220&details=
Le+Grand+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Le+Grand+Union+Elementary&ID2=0621240&details=
Le+Grand+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Le+Grand+Union+High&ID2=0621270&details=
Livingston+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Los+Banos+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Los+Banos+Unified&ID2=0622740&details=
McSwain+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=McSwain+Union+Elementary&ID2=0624360&details=
Merced+City+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Merced+City+Elementary&ID2=0624600&details=
Merced+Union+High,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Merced+Union+High&ID2=0624660&details=
Plainsburg+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Plainsburg+Union+Elementary&ID2=0630810&details=
Planada+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Planada+Elementary&ID2=0630840&details=
Snelling-Merced+Falls+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Snelling-Merced+Falls+Union+Elementary&ID2=0636960&details=
Weaver+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Winton+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Gustine+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Gustine+Unified&ID2=0616323&details=
Merced+River+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Merced+River+Union+Elementary&ID2=0624630&details=
Dos+Palos+Oro+Loma+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Dos+Palos+Oro+Loma+Joint+Unified&ID2=0600033&details=
Delhi+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Delhi+Unified&ID2=0600039&details=
Surprise+Valley+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Surprise+Valley+Joint+Unified&ID2=0638520&details=
Modoc+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Modoc+Joint+Unified&ID2=0625190&details=
Tulelake+Basin+Joint+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Tulelake+Basin+Joint+Unified&ID2=0639940&details=
Eastern+Sierra+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Eastern+Sierra+Unified&ID2=0611870&details=
Mammoth+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Mammoth+Unified&ID2=0623530&details=
Alisal+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Bradley+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Bradley+Union+Elementary&ID2=0605730&details=
Carmel+Unified,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Carmel+Unified&ID2=0607530&details=
Chualar+Union+Elementary,https://nces.ed.gov/ccd/districtsearch/&details=
Graves+Elementary,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?Search=1&InstName=Graves+Elementary&ID2=0615870&details=
