,AFFGEOID,ALAND,AWATER,ELSDLEA,GEOID,LSAD,NAME,STATEFP,UNSDLEA,geometry,DISTRICT,CO,CDS,EDP 365,Current Expense ADA,Current Expense per ADA,LEA Type,enroll12,NumTstTakr,NumCurrElaBenchmark,NumPreElaBenchmark,TotNumElaBenchmark,PctElaBenchmark,NumCurrMathBenchmark,NumPreMathBenchmark,TotNumMathBenchmark,PctMathBenchmark,TotNumBothBenchmark,PctBothBenchmark,District Administrative Support:,District Administrators:,Elementary Guidance Counselors:,Elementary:,Instruc. Coordinators &amp; Supervisors:,Instructional Aides:,Kindergarten:,Librarians/Media Specialists:,Library/Media Support:,Other Support Services:,Prekindergarten:,School Administrative Support:,School Administrators:,Secondary Guidance Counselors:,Secondary:,Student Support Services:,Ungraded:,category
0,9700000US0622230,772761996,37522222,,0622230,00,Lodi Unified,06,22230,"POLYGON ((-121.584074 38.120228, -121.580878 38.124918, -121.579416 38.125694, -121.576968 38.12851, -121.575534 38.129531, -121.571889 38.131512, -121.566747 38.132629, -121.56564 38.13234, -121.562745 38.130543, -121.559952 38.120646, -121.556742 38.117822, -121.546769 38.11724299999999, -121.536288 38.119336, -121.528387 38.121843, -121.517022 38.122936, -121.511894 38.121112, -121.510279 38.11948, -121.505434 38.116659, -121.501778 38.116183, -121.495988 38.116739, -121.495096 38.117983, -121.499309 38.122421, -121.49929 38.123286, -121.49611 38.12637, -121.496831 38.12810899999999, -121.498478 38.128906, -121.503759 38.13, -121.507251 38.13347, -121.503669 38.136512, -121.505027 38.14003, -121.504327 38.141978, -121.504632 38.14356, -121.510919 38.144889, -121.510938 38.146732, -121.510045 38.147134, -121.506731 38.146245, -121.503585 38.150731, -121.503484 38.155347, -121.50393 38.157428, -121.500407 38.161337, -121.493346 38.164019, -121.49239 38.165249, -121.488309 38.167015, -121.485878 38.167122, -121.484769 38.165773, -121.481584 38.164667, -121.474559 38.166942, -121.471001 38.169139, -121.466398 38.168461, -121.461988 38.169704, -121.456267 38.169475, -121.453785 38.170578, -121.447049 38.172451, -121.446132 38.172931, -121.446197 38.19543, -121.432527 38.195449, -121.432654 38.211231, -121.42011 38.211259, -121.411745 38.211344, -121.409668 38.211381, -121.409868 38.218052, -121.393137 38.218649, -121.393222 38.215195, -121.393662 38.213403, -121.391557 38.21126, -121.390553 38.210696, -121.385605 38.210167, -121.383516 38.210667, -121.380504 38.210079, -121.380945 38.21162, -121.379427 38.212168, -121.376445 38.209935, -121.374407 38.210087, -121.372829 38.209346, -121.372829 38.20919, -121.371972 38.208991, -121.370986 38.20917, -121.369807 38.209814, -121.36857 38.209581, -121.366631 38.209946, -121.366112 38.209966, -121.365301 38.208486, -121.362133 38.208699, -121.35909 38.210417, -121.358781 38.210836, -121.358275 38.212213, -121.356324 38.212316, -121.354376 38.210895, -121.353214 38.210417, -121.35038 38.209641, -121.348123 38.209269, -121.346869 38.20779599999999, -121.346342 38.20747799999999, -121.344035 38.206814, -121.342689 38.207221, -121.339722 38.206004, -121.336127 38.205659, -121.334964 38.20391499999999, -121.33514 38.203777, -121.295326 38.203693, -121.294763 38.196455, -121.286017 38.196522, -121.284749 38.193045, -121.284234 38.193177, -121.284758 38.194482, -121.285469 38.196525, -121.280888 38.196532, -121.281133 38.203769, -121.262926 38.203767, -121.263095 38.205523, -121.263683 38.207422, -121.253691 38.207315, -121.253423 38.196411, -121.244052 38.196289, -121.244062 38.1971, -121.243932 38.196298, -121.207579 38.196841, -121.198439 38.1969, -121.198791 38.204163, -121.152299 38.20536999999999, -121.152485 38.212574, -121.133979 38.212891, -121.134212 38.220089, -121.123915 38.220271, -121.115831 38.220417, -121.116846 38.235057, -121.079546 38.23553, -121.079956 38.250101, -121.042828 38.250774, -121.042603 38.24869899999999, -121.038469 38.25479, -121.03005 38.247913, -121.030096 38.250698, -121.010848 38.250524, -121.011467 38.24928999999999, -121.007073 38.249262, -121.006357 38.250507, -121.00346 38.243012, -120.995497 38.225402, -120.987602 38.207456, -120.986446 38.204647, -120.975303 38.178123, -120.975206 38.177886, -120.969175 38.163023, -121.010404 38.163059, -121.027928 38.163129, -121.027916 38.170445, -121.059698 38.170166, -121.059585 38.16285999999999, -121.077986 38.162621, -121.07778 38.148007, -121.114605 38.147682, -121.114682 38.13589899999999, -121.119095 38.135822, -121.118973 38.132106, -121.12396 38.131973, -121.124017 38.124764, -121.133221 38.12454, -121.133242 38.117208, -121.150874 38.116729, -121.150838 38.109216, -121.133257 38.109462, -121.124103 38.11018, -121.124016 38.08105, -121.13327 38.080818, -121.133236 38.07354, -121.14246 38.073319, -121.142467 38.066049, -121.144269 38.068477, -121.147542 38.068155, -121.149903 38.06566, -121.150873 38.065672, -121.152736 38.065847, -121.1547 38.064788, -121.156575 38.065263, -121.158561 38.063698, -121.15853 38.062808, -121.159812 38.062122, -121.163959 38.07277, -121.169117 38.072667, -121.169326 38.058166, -121.174539 38.058142, -121.174281 38.05195, -121.17494 38.050792, -121.175528 38.050668, -121.175845 38.058139, -121.181661 38.05809199999999, -121.181561 38.055049, -121.179241 38.055066, -121.179271 38.050639, -121.182509 38.05124199999999, -121.184819 38.05060599999999, -121.187126 38.051932, -121.192555 38.052349, -121.193252 38.051136, -121.191507 38.048935, -121.195247 38.04628, -121.195305 38.04983199999999, -121.194103 38.049878, -121.194022 38.051292, -121.198048 38.051841, -121.198088 38.054666, -121.188621 38.054544, -121.188684 38.058007, -121.20127 38.057901, -121.201135 38.065241, -121.207117 38.06438199999999, -121.205843 38.062674, -121.205901 38.057849, -121.210218 38.057801, -121.210367 38.048657, -121.205773 38.048715, -121.205701 38.043868, -121.202849 38.044445, -121.204076 38.040187, -121.205558 38.039044, -121.210359 38.03734, -121.210345 38.037236, -121.212338 38.035436, -121.215679 38.038398, -121.213575 38.039561, -121.212253 38.039552, -121.212211 38.041158, -121.213868 38.041878, -121.21752 38.041813, -121.219174 38.041018, -121.219917 38.044953, -121.218259 38.04502, -121.218089 38.04766, -121.222277 38.047314, -121.223962 38.046671, -121.223827 38.038859, -121.22688 38.03711699999999, -121.228617 38.039036, -121.231482 38.035593, -121.232016 38.033487, -121.231202 38.030771, -121.232271 38.030472, -121.232002 38.026987, -121.232215 38.026221, -121.232143 38.025765, -121.229955 38.020752, -121.232749 38.018418, -121.236181 38.013691, -121.237141 38.012866, -121.241516 38.012598, -121.244836 38.012187, -121.247409 38.009776, -121.249784 38.008676, -121.250003 38.009365, -121.25783 38.007136, -121.25808 38.021188, -121.261495 38.021184, -121.279701 38.02106, -121.283273 38.021036, -121.289873 38.020952, -121.29487 38.020908, -121.300527 38.020941, -121.304941 38.020945, -121.309004 38.028239, -121.313242 38.035836, -121.313338 38.036008, -121.322741 38.036314, -121.322732 38.0355, -121.322746 38.033536, -121.322763 38.028264, -121.331235 38.028316, -121.331828 38.028344, -121.332043 38.028345, -121.335207 38.028381, -121.340861 38.028412, -121.345534 38.02849399999999, -121.345431 38.021257, -121.34977 38.021289, -121.351472 38.021301, -121.358637 38.021338, -121.363404 38.02136, -121.363387 38.02120499999999, -121.363647 38.02120499999999, -121.36371 38.021192, -121.364488 38.021201, -121.364602 38.021183, -121.370181 38.021173, -121.370073 38.014074, -121.370553 38.013832, -121.377813 38.01347, -121.37904 38.012572, -121.380477 38.012403, -121.38281 38.012656, -121.385657 38.011624, -121.387807 38.009638, -121.39036 38.009376, -121.390756 38.008271, -121.393034 38.008076, -121.39219 38.006263, -121.395425 38.00604999999999, -121.395583 38.004762, -121.398134 38.005655, -121.399023 38.004876, -121.398326 38.003439, -121.400632 38.003513, -121.401561 38.004878, -121.402499 38.004216, -121.403021 38.001696, -121.404309 38.000616, -121.40401 37.999267, -121.405786 37.998546, -121.406776 37.997245, -121.410591 37.997116, -121.411751 37.998049, -121.414799 37.998251, -121.417689 37.997948, -121.419678 37.997124, -121.42154 37.995388, -121.425685 37.995029, -121.435598 37.993657, -121.445207 37.998127, -121.450142 37.999725, -121.452685 37.999929, -121.483718 37.999699, -121.484672 38.000984, -121.486563 37.999807, -121.48834 37.997578, -121.489842 37.996771, -121.491424 37.997578, -121.491698 37.999643, -121.508558 37.999486, -121.511151 38.001537, -121.511608 38.00366, -121.515785 38.007275, -121.514291 38.007914, -121.511527 38.007942, -121.50896 38.009485, -121.51056 38.01072, -121.517481 38.010802, -121.51876 38.012711, -121.517906 38.01939, -121.518759 38.022412, -121.523049 38.023526, -121.524271 38.024286, -121.524596 38.026502, -121.522323 38.032045, -121.530765 38.043686, -121.535646 38.048666, -121.535014 38.056286, -121.546265 38.057718, -121.556163 38.06072, -121.558663 38.06742, -121.560563 38.07092, -121.572923 38.074239, -121.576749 38.078193, -121.577231 38.086008, -121.578338 38.091739, -121.580022 38.094414, -121.574063 38.09636, -121.567184 38.097321, -121.564607 38.099252, -121.564035 38.101422, -121.564321 38.102869, -121.565751 38.105279, -121.567184 38.106243, -121.573197 38.108896, -121.580783 38.111009, -121.583502 38.113475, -121.58436 38.118299, -121.584074 38.120228))",Lodi Unified,39,68585,"307,299,186","27,148.1",11319.0,Unified                  ,2304,819,658,0,658,80.34,534,0,534,65.2,490,59.83,139.63,10.5,10.73,806.92,56.11,443.82,113.55,0.0,0.0,511.94,0.0,134.87,85.2,18.55,417.89,83.65,4.74,0
1,9700000US0623610,287918762,3176168,,0623610,00,Manteca Unified,06,23610,"POLYGON ((-121.332743 37.875242, -121.331893 37.877217, -121.332693 37.879342, -121.331693 37.883529, -121.331468 37.886629, -121.329981 37.888029, -121.327781 37.892454, -121.328643 37.893654, -121.328506 37.895204, -121.327295 37.897162, -121.325896 37.90026599999999, -121.325898 37.90231199999999, -121.323306 37.905179, -121.324854 37.90731, -121.324099 37.912463, -121.321016 37.918008, -121.318797 37.92014899999999, -121.318654 37.920353, -121.318577 37.920321, -121.316048 37.918252, -121.314396 37.918184, -121.312506 37.919277, -121.310771 37.919455, -121.306062 37.918654, -121.305072 37.916309, -121.30141 37.916191, -121.298397 37.913513, -121.297438 37.914765, -121.293246 37.914216, -121.291761 37.912837, -121.290583 37.912516, -121.287456 37.907717, -121.287425 37.907633, -121.281537 37.902663, -121.279284 37.901137, -121.276586 37.897668, -121.275768 37.897856, -121.275663 37.909709, -121.275059 37.909858, -121.274233 37.910073, -121.273761 37.908226, -121.271397 37.902488, -121.271313 37.902255, -121.258033 37.90579, -121.256514 37.906191, -121.257308 37.908113, -121.260915 37.907162, -121.262067 37.910086, -121.258488 37.91099, -121.257417 37.908377, -121.242435 37.912192, -121.240227 37.906471, -121.237558 37.899885, -121.222316 37.903741, -121.22219 37.903771, -121.221775 37.90387, -121.220596 37.90386, -121.220591 37.905192, -121.202209 37.905269, -121.193069 37.905308, -121.191327 37.905309, -121.183889 37.90541, -121.182903 37.870191, -121.164714 37.870254, -121.155515 37.870222, -121.153816 37.833444, -121.152915 37.812132, -121.156833 37.812098, -121.156523 37.804876, -121.143436 37.804893, -121.142859 37.779449, -121.142696 37.768554, -121.169701 37.768378, -121.170061 37.768375, -121.170636 37.768352, -121.179107 37.768443, -121.206592 37.768473, -121.206525 37.76481, -121.206482 37.761176, -121.197317 37.761219, -121.197161 37.750284, -121.197045 37.74304, -121.206212 37.742993, -121.206181 37.739405, -121.206075 37.694897, -121.206839 37.693724, -121.20525 37.692029, -121.207717 37.688779, -121.208692 37.686302, -121.210826 37.685873, -121.214974 37.686796, -121.216391 37.68787, -121.217895 37.68568399999999, -121.219758 37.68478899999999, -121.220968 37.683048, -121.221955 37.682624, -121.22315 37.683728, -121.222604 37.680374, -121.218643 37.679775, -121.21837 37.678869, -121.219707 37.677691, -121.221324 37.67813599999999, -121.22275 37.677228, -121.22233 37.675289, -121.22067 37.675282, -121.219932 37.676644, -121.219095 37.676457, -121.2186 37.674335, -121.218707 37.673207, -121.220357 37.67104399999999, -121.22277 37.669812, -121.225414 37.669877, -121.229248 37.668928, -121.229849 37.666429, -121.229073 37.66434, -121.230694 37.662782, -121.23327 37.662512, -121.234735 37.663703, -121.240031 37.664923, -121.241985 37.667137, -121.243468 37.672206, -121.244855 37.673156, -121.246281 37.672523, -121.24666 37.67072599999999, -121.246652 37.666699, -121.247139 37.665505, -121.249147 37.664265, -121.250525 37.664305, -121.252647 37.667123, -121.254491 37.668393, -121.257961 37.672311, -121.262289 37.673272, -121.264815 37.675932, -121.265335 37.677775, -121.263852 37.679408, -121.260482 37.681453, -121.257901 37.682457, -121.256177 37.684554, -121.25621 37.686334, -121.257319 37.687652, -121.259175 37.687959, -121.267608 37.68739, -121.270861 37.687959, -121.274596 37.687701, -121.275321 37.68836, -121.273871 37.689953, -121.271184 37.691521, -121.270113 37.693742, -121.270772 37.69623, -121.272061 37.69788, -121.274534 37.699655, -121.274708 37.701002, -121.271986 37.704579, -121.270804 37.707533, -121.26766 37.712533, -121.26338 37.716344, -121.260978 37.717364, -121.259208 37.718722, -121.260682 37.720613, -121.262949 37.721568, -121.265523 37.721631, -121.268635 37.721141, -121.271755 37.721196, -121.276907 37.720027, -121.2774 37.716991, -121.275583 37.713422, -121.275435 37.711906, -121.27709 37.709029, -121.278639 37.708829, -121.280704 37.710776, -121.279453 37.710758, -121.281635 37.713061, -121.284775 37.714604, -121.28678 37.714831, -121.28945 37.715819, -121.290661 37.717361, -121.29161 37.721312, -121.294315 37.724688, -121.298189 37.727327, -121.295423 37.733172, -121.296684 37.737249, -121.29649 37.739208, -121.291023 37.744722, -121.29053 37.747639, -121.292212 37.749421, -121.292941 37.751953, -121.295445 37.752001, -121.299184 37.751234, -121.302934 37.751208, -121.304242 37.755828, -121.303184 37.756623, -121.300942 37.757158, -121.300622 37.757649, -121.300906 37.758438, -121.303221 37.75979299999999, -121.304859 37.760135, -121.306667 37.760239, -121.307121 37.760092, -121.30811 37.760418, -121.308573 37.761452, -121.308345 37.765813, -121.307791 37.76649, -121.307209 37.766731, -121.304444 37.76504, -121.304518 37.763313, -121.303801 37.761719, -121.299836 37.760433, -121.297164 37.760884, -121.294227 37.763369, -121.293749 37.765733, -121.295991 37.767975, -121.297765 37.768346, -121.30015 37.768064, -121.301841 37.768826, -121.301407 37.771877, -121.30305 37.773439, -121.301368 37.776268, -121.299382 37.777976, -121.299798 37.77849, -121.300428 37.779704, -121.301604 37.779291, -121.304157 37.78341, -121.306199 37.784862, -121.308345 37.786733, -121.308535 37.789403, -121.30749 37.793189, -121.307677 37.794303, -121.309582 37.794858, -121.311558 37.792306, -121.312818 37.79214899999999, -121.31474 37.793185, -121.315013 37.794733, -121.31349 37.797818, -121.31346 37.803644, -121.314911 37.80493, -121.317605 37.805527, -121.323262 37.804762, -121.328205 37.807866, -121.326868 37.809012, -121.324993 37.810342, -121.319468 37.811217, -121.317718 37.812492, -121.320043 37.815117, -121.319268 37.816217, -121.316793 37.815992, -121.314868 37.817692, -121.315768 37.818517, -121.318968 37.81879199999999, -121.320743 37.820392, -121.320043 37.821417, -121.317893 37.821967, -121.314943 37.823567, -121.314343 37.824717, -121.311618 37.825292, -121.310018 37.826317, -121.312543 37.832117, -121.316093 37.835317, -121.316693 37.836317, -121.318009 37.840874, -121.318518 37.841617, -121.320668 37.842117, -121.321443 37.844717, -121.324243 37.847467, -121.324368 37.848792, -121.321818 37.850692, -121.323618 37.853917, -121.322968 37.854467, -121.321243 37.853692, -121.320268 37.853967, -121.320518 37.856292, -121.318643 37.857692, -121.317918 37.859967, -121.320318 37.860942, -121.320843 37.863367, -121.323177 37.864456, -121.326543 37.865217, -121.327268 37.866042, -121.327418 37.867992, -121.328443 37.869217, -121.330343 37.872867, -121.332518 37.874342, -121.332743 37.875242))",Manteca Unified,39,68593,"244,552,503","22,384.5",10925.0,Unified                  ,1912,688,500,0,500,72.67,311,0,311,45.2,288,41.86,67.94,8.0,0.0,533.5,6.33,187.97,82.17,0.0,0.0,490.43,0.0,125.29,63.6,22.0,379.75,103.0,3.0,0
2,9700000US0620070,815651756,40843992,,0620070,00,Konocti Unified,06,20070,"POLYGON ((-122.766197 39.14997, -122.72329 39.150536, -122.723378 39.142664, -122.63425 39.142046, -122.59015 39.141684, -122.592009 39.109698, -122.592268 39.104392, -122.592559 39.09857299999999, -122.588557 39.098581, -122.581687 39.098596, -122.577542 39.098601, -122.570987 39.098609, -122.570912 39.105412, -122.562167 39.105432, -122.562142 39.098496, -122.549251 39.09851099999999, -122.549385 39.084859, -122.549202 39.082089, -122.535031 39.082181, -122.533254 39.082019, -122.513147 39.082166, -122.513124 39.073614, -122.490231 39.073677, -122.489347 39.073254, -122.488388 39.070441, -122.488676 39.0692, -122.486227 39.06935199999999, -122.483879 39.066955, -122.484947 39.065877, -122.486776 39.066043, -122.48758 39.064775, -122.490849 39.064787, -122.489553 39.063434, -122.489453 39.061442, -122.490818 39.059905, -122.492232 39.059529, -122.492023 39.053503, -122.491278 39.052991, -122.486205 39.053, -122.483861 39.052311, -122.481666 39.052732, -122.474853 39.050825, -122.473212 39.050666, -122.471331 39.049225, -122.467243 39.048921, -122.465514 39.047892, -122.468178 39.044761, -122.467331 39.042966, -122.46234 39.04002699999999, -122.46127 39.03867, -122.458219 39.038989, -122.454512 39.036043, -122.454854 39.034411, -122.450188 39.032659, -122.442753 39.02542, -122.440681 39.024794, -122.43773 39.022361, -122.43729 39.02135699999999, -122.434336 39.022516, -122.42926 39.022043, -122.424342 39.020427, -122.42108 39.020949, -122.417809 39.0206, -122.416611 39.019942, -122.413416 39.020218, -122.409983 39.017517, -122.411249 39.015462, -122.409145 39.012117, -122.409369 39.011317, -122.410887 39.010295, -122.408707 39.007354, -122.410066 39.005702, -122.411909 39.005089, -122.410936 39.002443, -122.411866 39.00092799999999, -122.411917 38.998137, -122.415726 38.997193, -122.414094 38.995353, -122.416163 38.99151, -122.418286 38.991225, -122.41931 38.989177, -122.418286 38.987193, -122.418734 38.985208, -122.418462 38.982296, -122.417134 38.980921, -122.416766 38.978249, -122.415326 38.977721, -122.411486 38.975177, -122.410654 38.973961, -122.408254 38.973033, -122.407022 38.971417, -122.406654 38.969353, -122.40899 38.968473, -122.40811 38.966457, -122.409342 38.96460099999999, -122.409214 38.963001, -122.404159 38.958185, -122.402063 38.957017, -122.401983 38.956105, -122.399989 38.95534, -122.397183 38.956505, -122.394031 38.955609, -122.393487 38.954617, -122.390623 38.952265, -122.387759 38.951337, -122.381759 38.947114, -122.381808 38.946266, -122.379663 38.945034, -122.376607 38.942218, -122.374143 38.941322, -122.373023 38.939817, -122.370687 38.939945, -122.367583 38.93903299999999, -122.364079 38.936569, -122.363967 38.935801, -122.360783 38.934649, -122.356416 38.931913, -122.354943 38.931962, -122.350111 38.928777, -122.341423 38.927146, -122.340172 38.924246, -122.341775 38.924537, -122.343903 38.924745, -122.354729 38.925225, -122.403941 38.925289, -122.404688 38.923097, -122.407328 38.921433, -122.409856 38.918553, -122.41104 38.914585, -122.412384 38.912537, -122.416512 38.909562, -122.415824 38.907354, -122.41904 38.905946, -122.421904 38.90377, -122.421488 38.90233, -122.422048 38.90089, -122.419104 38.898154, -122.416704 38.89785, -122.415552 38.897098, -122.413488 38.894202, -122.41336 38.893146, -122.411408 38.891482, -122.411072 38.889402, -122.4092 38.887802, -122.407792 38.885754, -122.405264 38.883402, -122.406096 38.880362, -122.402384 38.877466, -122.401824 38.876235, -122.399744 38.875851, -122.3964 38.874059, -122.39536 38.870731, -122.392032 38.869323, -122.390816 38.867963, -122.395088 38.864267, -122.395056 38.864245, -122.403289 38.856099, -122.403886 38.8556, -122.381988 38.8338, -122.373488 38.817, -122.379388 38.802101, -122.397989 38.804001, -122.412289 38.785801, -122.410089 38.785501, -122.408989 38.776301, -122.402889 38.77290199999999, -122.415789 38.768002, -122.416689 38.770414, -122.417425 38.770974, -122.418705 38.771198, -122.420545 38.770862, -122.42181 38.77035, -122.423314 38.77035, -122.42373 38.77046199999999, -122.424466 38.771134, -122.42485 38.771517, -122.42685 38.770894, -122.428834 38.770318, -122.429602 38.770334, -122.430594 38.770925, -122.431266 38.771709, -122.43197 38.771949, -122.433826 38.772093, -122.435042 38.772077, -122.436002 38.771837, -122.437762 38.771757, -122.440514 38.773709, -122.441154 38.777949, -122.441986 38.778765, -122.44621 38.778797, -122.446962 38.778925, -122.449138 38.778765, -122.45053 38.778797, -122.452962 38.779181, -122.453762 38.779453, -122.454578 38.780205, -122.454306 38.782173, -122.455666 38.784301, -122.457314 38.784749, -122.458242 38.786317, -122.458226 38.788957, -122.456994 38.789933, -122.45797 38.792125, -122.460994 38.792685, -122.46341 38.791229, -122.469506 38.790893, -122.472418 38.790445, -122.475746 38.79087699999999, -122.476482 38.789965, -122.478562 38.789629, -122.480162 38.791245, -122.486898 38.794125, -122.488226 38.795997, -122.490834 38.797517, -122.492418 38.796653, -122.493666 38.792413, -122.496882 38.793469, -122.499778 38.791645, -122.501207 38.79333099999999, -122.501214 38.796692, -122.501245 38.805865, -122.521125 38.805879, -122.521112 38.814113, -122.536626 38.813979, -122.536726 38.81894399999999, -122.536922 38.820594, -122.538736 38.820985, -122.548926 38.821068, -122.550824 38.821077, -122.554868 38.821014, -122.554854 38.821938, -122.554855 38.828133, -122.56261 38.827627, -122.564478 38.827763, -122.570043 38.82817, -122.575514 38.828762, -122.583683 38.841029, -122.588355 38.841544, -122.589624 38.84240399999999, -122.590642 38.841074, -122.589559 38.83972, -122.589529 38.838293, -122.611819 38.838353, -122.611786 38.848423, -122.611775 38.852267, -122.619289 38.85228499999999, -122.682036 38.852372, -122.704738 38.852417, -122.704773 38.892592, -122.70454 38.90334199999999, -122.73244 38.903635, -122.732493 38.910801, -122.737329 38.91082, -122.737089 38.914456, -122.727989 38.914341, -122.727811 38.918008, -122.713549 38.917974, -122.713329 38.925254, -122.687683 38.925318, -122.687599 38.936293, -122.687565 38.94748, -122.68756 38.948365, -122.687564 38.950539, -122.687739 38.951467, -122.687866 38.95583999999999, -122.702301 38.969967, -122.712475 38.977065, -122.741847 38.998523, -122.742032 39.023263, -122.7443 39.026683, -122.742839 39.026863, -122.735137 39.026948, -122.731508 39.024232, -122.729889 39.025419, -122.72736 39.024777, -122.724056 39.022866, -122.722939 39.024224, -122.722337 39.06509399999999, -122.721317 39.099191, -122.762998 39.099008, -122.766197 39.14997))",Konocti Unified,17,64022,"40,439,101","3,133.3",12906.0,Unified                  ,216,36,23,0,23,63.89,7,0,7,19.44,7,19.44,18.94,2.5,2.6,77.24,14.66,48.35,12.95,0.0,0.0,95.34,0.0,19.24,11.9,1.0,38.66,7.0,0.17,1
3,9700000US0620670,297197419,34953572,,0620670,00,Lakeport Unified,06,20670,"POLYGON ((-123.094212 39.095294, -123.085012 39.095294, -123.085212 39.110093, -123.087592 39.110077, -123.087213 39.124898, -123.087512 39.138392, -123.078112 39.13874, -123.078026 39.151772, -123.015397 39.151717, -123.015334 39.142592, -122.914003 39.142197, -122.911531 39.142186, -122.911608 39.148279, -122.911619 39.150056, -122.902819 39.149866, -122.897894 39.149411, -122.898157 39.145879, -122.897823 39.142621, -122.902112 39.142196, -122.902499 39.1412, -122.902152 39.137247, -122.899036 39.134324, -122.897413 39.129812, -122.895606 39.126473, -122.892599 39.1236, -122.886209 39.118283, -122.883408 39.112582, -122.869956 39.085244, -122.854066 39.05295, -122.854015 39.052938, -122.868663 39.02798, -122.872828 39.029525, -122.876334 39.029705, -122.879294 39.027723, -122.875434 39.026055, -122.875594 39.014884, -122.875585 39.001118, -122.87772 38.998842, -122.876933 38.996529, -122.877989 38.99333499999999, -122.878866 38.991702, -122.877389 38.990421, -122.87647 38.986482, -122.877837 38.985219, -122.878683 38.983149, -122.878728 38.979792, -122.880531 38.978607, -122.879988 38.977203, -122.886866 38.977333, -122.886596 38.96618, -122.887417 38.96508499999999, -122.89053 38.964825, -122.890575 38.96142, -122.894715 38.961469, -122.895253 38.951612, -122.895914 38.93879, -122.908617 38.938799, -122.909221 38.938858, -122.968358 38.940166, -122.968286 38.946506, -122.977712 38.946693, -122.977429 38.9829, -122.986683 38.983009, -122.986663 38.988898, -122.98664 38.997283, -123.009255 38.996703, -123.009265 38.993177, -123.018579 38.992956, -123.018626 38.996613, -123.028035 38.996593, -123.028011 39.006496, -123.03731 39.006497, -123.037414 39.010196, -123.037511 39.013697, -123.046811 39.013796, -123.047011 39.020896, -123.056212 39.021096, -123.056115 39.048815, -123.056111 39.049895, -123.065212 39.049995, -123.065188 39.053187, -123.065149 39.059183, -123.065114 39.064393, -123.083812 39.064494, -123.083712 39.071794, -123.093013 39.071994, -123.092914 39.080533, -123.094207 39.080524, -123.094212 39.095294))",Lakeport Unified,17,64030,"16,376,829","1,420.0",11533.0,Unified                  ,120,32,25,0,25,78.13,25,0,25,78.13,22,68.75,7.69,1.0,1.8,45.59,0.0,17.67,5.64,0.0,0.0,35.96,0.0,6.0,7.0,1.8,23.39,3.0,0.0,1
